"x"
-1.30126538877775
-0.0800435332796097
-1.42139277222048
-11.6042546503081
-0.00334620084466053
-0.00381196831370167
-0.02376902890879
-0.0244905459986269
-0.012635113440675
-0.0224862332146731
0.249837677726049
4.50107616378643
